title,year,rating,genre,synopsis,sinopse_limpa,Cluster,sinopse_melhorada,sinopse_melhorada_limpa
Filhos do Paraíso,1997,8.2,"Drama, Família","Depois que uma criança perde o par de sapatos de sua irmã, ele embarca em uma série de aventuras para encontrá-los. Quando não consegue, ele tenta uma nova maneira de procurá-los.",crianc perd par sapat irm embarc seri avent encontral nao conseg tent nov man procural,Cluster 1,"Dirigido por Majid Majidi, Filhos do Paraíso acompanha Ali e sua irmã mais nova, Zahra, em Teerã, quando um par de sapatos perdido desencadeia uma série de pequenos esforços e sacrifícios para não decepcionar os pais e esconder o incidente; para evitar punição, os irmãos revezam-se num único par, enfrentando o constrangimento na escola e a dureza da pobreza, enquanto a cumplicidade e o amor fraternal se revelam em gestos simples — culminando numa última e emocionante tentativa de resolver tudo durante uma prova escolar. O filme, aclamado internacionalmente e indicado ao Oscar de Melhor Filme Estrangeiro, explora com sensibilidade a infância, dignidade e esperança.",dirig majid majid filh parais acompanh ali irm nov zahr teer par sapat perd desencade seri pequen esforc sacrifici nao decepc pal escond incid evit punica irma revezams unic par enfrent constrang escol dur pobr enquant cumplic am fratern revel gest simpl culmin ult emocion tent resolv tud dur prov escol film aclam internac indic osc melhor film estrang expl sensibil infanc dign esperanc
Até o Último Homem,2016,8.1,"Biografia, Drama, Guerra, História","O médico amaericano da Segunda Guerra Mundial, Desmond T. Doss, se recusa a matar pessoas e se torna o primeiro homem na história dos Estados Unidos a receber a Medalha de Honra sem atirar um tiro.",medic amaeric segund guerr mund desmond t dos recus mat pesso torn prim hom hist est unid receb medalh honr atir tir,Cluster 3,"Até o Último Homem conta a história real de Desmond T. Doss, interpretado por Andrew Garfield, um jovem soldado adventista que, guiado por sua fé, se recusa a portar armas na Segunda Guerra Mundial; dirigido por Mel Gibson, o filme acompanha sua luta contra o preconceito no pelotão, o julgamento militar por insubordinação e sua atuação heroica como socorrista na sangrenta Batalha de Okinawa, onde salva dezenas de companheiros sem disparar um único tiro — feito que lhe rendeu a Medalha de Honra, entregue pelo presidente Harry S. Truman.",ate ult hom cont hist real desmond t dos interpret andrew garfield jov sold advent gui fe recus port arm segund guerr mund dirig mel gibson film acompanh lut contr preconceit pelota julg milit insubordinaca atuaca hero socorr sangrent batalh okinaw ond salv dezen companh dispar unic tir feit rend medalh honr entreg presid harry s truman
O Grande Hotel Budapeste,2014,8.1,"Comédia, Drama","As aventuras de Gustave H, um lendário porteiro dum famoso hotel da ficcional República de Zubrowka entre a primeira y a segunda guerra mundial.",avent gustav h lendari port dum fam hotel ficc republ zubrowk prim y segund guerr mund,Cluster 1,"Entre as duas grandes guerras, o lendário e exigente chefe de recepção Gustave H. (Ralph Fiennes) cuida com finesse de um famoso hotel na fictícia República de Zubrowka, cultivando amantes e uma obsessão por boas maneiras; quando a rica e excêntrica Madame D. morre, um valioso quadro — o ""Menino com Maçã"" — e um controverso testamento desencadeiam uma trama de homicídio, herança e perseguições. Narrado por seu fiel lobby boy Zero Moustafa, o filme de Wes Anderson mistura humor, mistério, fuga e lealdade num palco visualmente estilizado que evoca nostalgia pelo mundo em declínio.",dua grand guerr lendari exig chef recepca gustav h ralph fienn cuid fin fam hotel fictic republ zubrowk cultiv am obsessa boa man ric excentr madam d morr vali quadr menin mac controvers test desencade tram homicidi heranc perseguico narr fiel lobby boy zer moustaf film we anderson mist hum misteri fug lealdad palc visual estil evoc nostalg mund declini
12 Anos de Escravidão,2013,8.1,"Biografia, Drama, História","Solomon Northup, um homem preto livre de Nova Iorque, é raptado e vendido como escravo.",solomon northup hom pret livr nov iorqu rapt vend escrav,Cluster 4,"Baseado nas memórias de Solomon Northup (1853) e dirigido por Steve McQueen, 12 Anos de Escravidão narra a história verídica de Solomon (Chiwetel Ejiofor), um homem negro livre de Nova Iorque raptado, vendido e forçado a sobreviver doze anos em plantações do sul dos EUA. Através de encontros com senhores cruéis como Edwin Epps (Michael Fassbender) e aliados inesperados como o carpinteiro canadense Samuel Bass (Benedict Cumberbatch), o filme expõe a brutalidade da escravidão, a luta por dignidade e a esperança pela liberdade; destaque para a atuação de Lupita Nyong’o e o roteiro premiado com o Oscar.",base memor solomon northup 1853 dirig stev mcqueen 12 ano escravida narr hist verid solomon chiwetel ejiof hom negr livr nov iorqu rapt vend forc sobreviv doz ano plantaco sul eua atrav encontr senh cruel edwin epp michael fassbend ali inesper carpint canad samuel bas benedict cumberbatch film expo brutal escravida lut dign esperanc liberdad destaqu atuaca lupit nyong rot premi osc
Antes do Amanhecer,1995,8.1,"Comédia, Drama, Romance",Um jovem e uma mulher se conhecem num trem em Europa é passam uma noite juntos em Viena.,jov mulh conhec tr europ pass noit junt vien,Cluster 1,"Em 1995, dirigido por Richard Linklater, Antes do Amanhecer acompanha Jesse, um jovem americano, e Céline, uma francesa, que se conhecem por acaso num trem pela Europa e decidem descer em Viena; ao longo de uma noite mágica, caminham pela cidade, conversam sobre amor, vida, sonhos e lembranças, desenvolvendo uma intimidade crescente em diálogos naturais e cinematográficos; antes do amanhecer, enfrentam a iminência da separação e combinam um encontro futuro, deixando no ar a fragilidade e a esperança de um vínculo que muda suas vidas.",1995 dirig richard linklat ant amanhec acompanh jess jov americ celin franc conhec acas tr europ decid desc vien long noit magic caminh cidad convers sobr am vid sonh lembranc desenvolv intim cresc dialog natur cinematograf ant amanhec enfrent iminenc separaca combin encontr futur deix ar fragil esperanc vincul mud vid
Homem-Aranha: Sem Volta para Casa,2021,8.2,"Ação, Aventura, Fantasia, Ficção científica","Com a identidade de Homem-Aranha revelada, Peter Parker pede ajuda ao Doutor Estranho. Quando um feitiço dá errado, inimigos de outros mundos começam a aparecer, forçando Peter a descobrir o que realmente significa ser o Homem-Aranha.",ident homemaranh revel pet park ped ajud dou estranh fei err inimig outr mund comec aparec forc pet descobr real signif homemaranh,Cluster 0,"Com sua identidade exposta ao mundo, Peter Parker enfrenta a queda de sua vida pessoal e pede ajuda ao Doutor Estranho para apagar a lembrança pública, mas um feitiço mal calibrado rasga o multiverso e abre portas para vilões de outras realidades — Green Goblin, Doutor Octopus, Electro, Homem-Areia e Lagarto — que trazem caos a Nova York; entre perdas dolorosas, escolhas heroicas e encontros com outros Homens-Aranha, Peter é forçado a amadurecer, entender o peso da responsabilidade e decidir até onde irá para proteger aqueles que ama.",ident expost mund pet park enfrent qued vid pessoal ped ajud dou estranh apag lembranc publ fei mal calibr rasg multivers abr port vilo outr real green goblin dou octopu electr homemare lagart traz cao nov york perd dolor escolh hero encontr outr homensaranh pet forc amadurec entend pes respons decid ate ond ira proteg ama
Blade Runner: O Caçador de Andróides,1982,8.1,"Ação, Drama, Ficção científica, Suspense",Um blade runner deve perseguir e eliminar quatro replicantes que roubaram uma nave no espaço e retornaram à Terra para encontrar seu criador.,blad runn dev persegu elimin quatr replic roub nav espac retorn terr encontr cri,Cluster 2,"Em um sombrio e chuvoso Los Angeles de 2019, o ex‑blade runner Rick Deckard é forçado a voltar à ativa para rastrear e ""aposentar"" quatro avançados replicantes Nexus‑6 que fugiram de uma colônia espacial e retornaram à Terra em busca de seu criador, o enigmático geneticista Tyrell, numa tentativa de estender suas vidas limitadas; enquanto persegue Roy Batty e seus companheiros, Deckard confronta questões sobre humanidade, memória e identidade, cruzando-se com Rachael, uma replicante com memórias implantadas, num thriller noir visualmente icônico dirigido por Ridley Scott.",sombri chuv lo angel 2019 exblad runn rick deckard forc volt ativ rastr aposent quatr avanc replic nexus6 fug colon espac retorn terr busc cri enigma genetic tyrell tent estend vid limit enquant perseg roy batty companh deckard confront questo sobr human memor ident cruzandos rachael replic memor implant thrill noir visual icon dirig ridley scott
Memórias de um Assassino,2003,8.1,"Drama, Mistério, Suspense","Em uma pequena província coreana em 1986, três detetives estão procurando o culpado de uma série de estupros e assassinatos de mulheres jovens.",pequen provinc core 1986 tre detetiv esta procur culp seri estupr assassinat mulh jov,Cluster 2,"Em 1986, em uma província rural da Coreia, três detetives — dois locais e um vindo de Seul — conduzem uma investigação obstinada sobre uma série de estupros e assassinatos de jovens mulheres; dirigido por Bong Joon-ho (2003) e baseado nos reais crimes de Hwaseong, o filme mistura suspense policial, humor negro e crítica social ao expor métodos forenses primitivos, rivalidades, falhas policiais e o desgaste psicológico da caça ao culpado, terminando em uma conclusão ambígua que ecoa a impotência da justiça.",1986 provinc rural core tre detetiv doi local vind seul conduz investigaca obstin sobr seri estupr assassinat jov mulh dirig bong joonh 2003 base real crim hwaseong film mist suspens polic hum negr crit soc exp metod forens primi rival falh polic desg psicolog cac culp termin conclusa ambigu eco impotenc jus
Garota Exemplar,2014,8.1,"Drama, Mistério, Suspense","Desde que o desaparecimento de sua esposa se tornou o foco de um intenso circo da mídia, um homem vê como esta se concentra nele quando suspeitam que pode não ser inocente.",desd desaparec esp torn foc intens circ mid hom ve concentr nel suspeit pod nao inoc,Cluster 2,"Quando o desaparecimento de Amy Dunne se transforma em um circo midiático, seu marido Nick passa de marido exemplar a principal suspeito, sob o olhar voraz da polícia, dos repórteres e da opinião pública. Adaptado do romance de Gillian Flynn e dirigido por David Fincher, o suspense explora a deterioração de um casamento aparentemente perfeito, manipulações, narradores pouco confiáveis e a obsessão da mídia por escândalos, colocando em xeque verdades, mentiras e as zonas sombrias do desejo por controle.",desaparec amy dunn transform circ midia marid nick pass marid exempl princip suspeit sob olh voraz polic report opinia publ adapt romanc gillian flynn dirig david finch suspens expl deterioraca cas aparent perfeit manipulaco narr pouc confia obsessa mid escandal coloc xequ verdad ment zon sombr desej control
Ratatouille,2007,8.1,"Animação, Aventura, Comédia, Família, Fantasia",Um rato que pode cozinhar forja uma aliança incomum com um jovem garoto em um famoso restaurante em Paris.,rat pod cozinh forj alianc incomum jov garot fam restaurant paril,Cluster 5,"Remy, um rato com um refinado paladar e o sonho de se tornar chef, forma uma improvável aliança com Linguini, um jovem desajeitado que trabalha no renomado restaurante Gusteau, em Paris; escondido nas cozinhas, Remy comanda secretamente as receitas, transformando pratos e desafiando preconceitos enquanto enfrenta o cético chefe Skinner, a rígida hierarquia culinária e o temido crítico Anton Ego, numa história sobre talento, identidade, amizade e a paixão pela boa comida.",remy rat refin palad sonh torn chef form improva alianc linguin jov desajeit trabalh renom restaurant gusteau paril escond co remy comand secret receit transform prat desafi preconceit enquant enfrent cetic chef skinn rig hierarqu culin tem crit anton ego hist sobr talent ident amizad paixa boa com
Como Treinar o Seu Dragão,2010,8.1,"Ação, Animação, Aventura, Família, Fantasia","Um jovem e desafortunado viking que aspira a caçar dragões se torna o improvável amigo de um jovem dragão, e descobre que pode haver mais nas criaturas do que ele supunha.",jov desafortun viking asp cac drago torn improva amig jov draga descobr pod criat supunh,Cluster 5,"Soluço, um jovem viking desajeitado e filho do imponente chefe Stoico, sonha em provar seu valor numa ilha obcecada por caçar dragões; após abater — mas poupar — um raro Fúria da Noite ferido chamado Banguela, ele forma um laço secreto com o animal e descobre que dragões são mais complexos e sensíveis do que sua tribo imagina. Usando astúcia, empatia e treinos clandestinos de voo, Soluço desafia tradições, confronta perigos e transforma para sempre a relação entre humanos e dragões em Berk.",soluc jov viking desajeit filh impon chef stoic sonh prov val ilh obcec cac drago apo abat poup rar fur noit fer cham banguel form lac secret animal descobr drago sao complex sensi trib imagin us astuc empat trein clandestin voo soluc desaf tradico confront perig transform sempr relaca human drago berk
Monstros S.A.,2001,8.1,"Animação, Aventura, Comédia, Família","Para poder dar electricidade a sua cidade, os monstros tem que assustar a crianças. Pensando que as crianças são perigosas para eles, dois monstros acham que as coisas podem ser diferentes.",pod dar electric cidad monstr assust crianc pens crianc sao perig doi monstr ach cois pod difer,Cluster 5,"Em Monstros S.A., a maior fornecedora de energia da cidade de Monstropolis depende do susto de crianças para gerar eletricidade, num ambiente de trabalho repleto de salários, treinamentos e um apertado código de segurança que classifica humanos como ""tóxicos""; dois colegas — o peludo e carismático James P. ""Sulley"" Sullivan e o otimista e tagarela Mike Wazowski — veem suas convicções abaladas quando uma menina humana, apelidada de Boo, atravessa acidentalmente para seu mundo. À medida que tentam escondê-la e devolvê-la, descobrem verdades sobre amizade, a ganância corporativa que move a empresa e um surpreendente caminho para transformar o medo em algo mais humano e poderoso.",monstr sa mai fornec energ cidad monstropolil depend sust crianc ger eletric ambi trabalh replet salari trein apert codig seguranc classif human toxic doi coleg pelud carisma jam p sulley sullivan otim tagarel mik wazowsk ve convicco abal menin human apelid boo atravess acident mund med tent escondel devolvel descobr verdad sobr amizad gananc corpor mov empr surpreend caminh transform med alg human poder
Tubarão,1975,8.1,"Aventura, Suspense","Quando um tubarão desencadea caos numa praia, um xerife, um biologista e um marinheiro daram caça ao animal.",tubara desencade cao prai xerif biolog marinh dar cac animal,Cluster 0,"Na tranquila ilha turística de Amity, o verão vira pesadelo quando ataques de um grande tubarão-branco espalham pânico e forçam o fechamento das praias; o chefe de polícia Martin Brody, o oceanógrafo amador Matt Hooper e o caçador de tubarões experiente Quint unem-se a bordo do barco Orca para enfrentar a criatura, numa caça tensa e claustrofóbica que põe à prova coragem e moralidade. Dirigido por Steven Spielberg, baseado no romance de Peter Benchley e acompanhado pela trilha icônica de John Williams, Tubarão explora o medo coletivo, o conflito entre economia e segurança e o eterno confronto do homem com a natureza.",tranquil ilh turis amity vera vir pesadel ataqu grand tubaraobranc espalh panic forc fech prai chef polic martin brody oceanograf amad matt hoop cac tubaro experi quint unems bord barc orc enfrent criat cac tens claustrofob poe prov corag moral dirig steven spielberg base romanc pet benchley acompanh trilh icon john will tubara expl med cole conflit econom seguranc etern confront hom natur
Em Nome do Pai,1993,8.1,"Biografia, Drama","Em 1974, uma explosão a bomba acontece em Guilford, próximo de Londres. Gerry Conlon e amigos são acusados pelo crime e presos. Giuseppe Conlon, pai de Gerry, pede ajuda à advogada Gareth Peirce, que investiga as irregularidades do caso.",1974 explosa bomb acontec guilford prox londr gerry conlon amig sao acus crim pres giusepp conlon pai gerry ped ajud advog gareth peirc investig irregular cas,Cluster 4,"Em 1974, os atentados às pubs de Guildford lançam Gerry Conlon e três amigos em um pesadelo: presos, forçados a confessar e condenados por um crime que não cometeram; o filme, baseado na história real dos Guildford Four, acompanha a luta desesperada de Gerry, seu pai Giuseppe — cujo esforço para provar a inocência do filho o leva também à prisão — e a advogada Gareth Peirce, que descobre irregularidades, coerção policial e falhas processuais. Dirigido por Jim Sheridan e estrelado por Daniel Day-Lewis, Emma Thompson e Pete Postlethwaite, o drama expõe o impacto humano da injustiça e a busca por redenção e exoneramento.",1974 atent pub guildford lanc gerry conlon tre amig pesadel pres forc confess conden crim nao comet film base hist real guildford four acompanh lut desesper gerry pai giusepp cuj esforc prov inocenc filh lev tamb prisa advog gareth peirc descobr irregular coerca polic falh process dirig jim sheridan estrel daniel daylewil emm thompson pet postlethwait dram expo impact human injus busc redenca exoner
Relatos Selvagens,2014,8.1,"Comédia, Drama, Suspense",Sies historias curtas que exploram o comportamento humano de pessoas desesperadas.,sie hist curt explor comport human pesso desesper,Cluster 2,"Relatos Selvagens (2014), dirigido por Damián Szifron, reúne seis relatos independentes que examinam, com humor negro e fúria contida, como pequenas injustiças e pressões sociais desencadeiam atos extremos de vingança e perda de controle; do tráfego urbano à mesa de um restaurante, passando por tribunais e casamentos, o filme alterna ironia e violência para dissecar frustrações humanas em uma sociedade moderna, sustentado por um elenco de peso — entre eles Ricardo Darín, Érica Rivas, Leonardo Sbaraglia e Óscar Martínez — e indicado ao Oscar de Filme Estrangeiro.",relat selv 2014 dirig damian szifron reun seil relat independ examin hum negr fur cont pequen injus presso soc desencade ato extr vinganc perd control trafeg urban mes restaurant pass tribun cas film altern iron violenc dissec frustraco human sociedad modern sustent elenc pes ricard darin eric riv leonard sbaragl osc martin indic osc film estrang
Em Busca do Ouro,1925,8.1,"Aventura, Comédia, Drama, Romance",Um garimpeiro vai ao Klondike em busca de ouro e encontra muito mais que isso.,garimp vai klondik busc our encontr,Cluster 1,"Na fronteira gelada do Klondike, o Vagabundo de Charlie Chaplin parte em busca de ouro e, entre tempestades, avalanches e a fome que o leva a comer o próprio sapato, vive episódios cômicos e tocantes que misturam sobrevivência e imaginação — do famoso ""dance of the rolls"" à cabana prestes a despencar — enquanto alimenta um sonho romântico por Georgia; filme mudo de 1925 escrito, dirigido e protagonizado por Chaplin, Em Busca do Ouro equilibra humor físico, melancolia e crítica social, tornando-se um clássico sobre esperança, solidão e a busca por um futuro melhor.",fronteir gel klondik vagabund charli chaplin part busc our tempestad avalanch fom lev com propri sapat viv episodi comic toc mistur sobrevivenc imaginaca fam danc of the roll caban prest despenc enquant aliment sonh roman georg film mud 1925 escrit dirig protagon chaplin busc our equilibr hum fisic melancol crit soc tornandos class sobr esperanc solida busc futur melhor
Ford vs. Ferrari,2019,8.1,"Ação, Biografia, Drama","Um designer de carros e um motorista combatem a interferência corporativa, as leis da física e seus próprios demônios pessoais para construir um carro de corrida revolucionário para a Ford e desafiar a Ferrari nas 24 Horas de Le Mans em 1966.",design carr motor combat interferenc corpor lei fisic propri demoni pessoal constru carr corr revolucionari ford desafi ferrar 24 hor le mam 1966,Cluster 4,"Em 1966, o visionário construtor Carroll Shelby e o temperamental piloto Ken Miles unem talento e obstinação para desenvolver o Ford GT40, enfrentando a burocracia da Ford — personificada por executivos como Henry Ford II e Leo Beebe —, a ferrugem das pistas e os limites da engenharia, numa corrida contra o tempo para derrotar a dominância da Ferrari nas 24 Horas de Le Mans; entre amizades, conflitos pessoais e riscos mortais, o filme explora ambição, lealdade e a busca obsessiva pela vitória que redesenhou a história do automobilismo.",1966 visionari constru carroll shelby temperament pilot ken mil un talent obstinaca desenvolv ford gt40 enfrent burocrac ford personific execu henry ford ii leo beeb ferrug pist limit engenh corr contr temp derrot dominanc ferrar 24 hor le mam amizad conflit pessoal risc mort film expl ambica lealdad busc obsess vitor redesenh hist automobil
Bancando o Águia,1924,8.1,"Ação, Comédia, Romance",Um projecionista de cinema deseja ser um detetive e coloca suas magras habilidades em prática quando um rival o incrimina por roubar o relógio de bolso do pai de sua namorada.,proje cinem desej detetiv coloc magr habil pra rival incrimin roub relogi bols pai namor,Cluster 0,"Um humilde projecionista de cinema, obcecado pelo sonho de virar detetive, vê sua vida virar de cabeça para baixo quando um rival o acusa de ter roubado o relógio de bolso do pai de sua namorada; determinado a limpar o próprio nome e provar seu valor, ele coloca em prática suas magras — porém criativas — habilidades investigativas, enfrentando enganos, suspeitas e a luta por amor e justiça enquanto tenta descobrir a verdade por trás da acusação.",humild proje cinem obcec sonh vir detetiv ve vid vir cabec baix rival acus ter roub relogi bols pai namor determin limp propri nom prov val coloc pra magr por cria habil investig enfrent engan suspeit lut am jus enquant tent descobr verdad tra acusaca
Mary e Max - Uma Amizade Diferente,2009,8.1,"Animação, Comédia, Drama","Relata a estranha história de uma amizade entre dois amigos por correspondência: Mary, uma garota solitária de oito anos que vive nos subúrbios de Melbourne, e Max, um homem obeso de quarenta e quatro anos que vive em Nova York.",relat estranh hist amizad doi amig correspondenc mary garot solit oit ano viv suburbi melbourn max hom obes quarent quatr ano viv nov york,Cluster 1,"Relata a comovente e inusitada amizade por cartas entre Mary, uma menina solitária de oito anos dos subúrbios de Melbourne, e Max, um quarentão obeso e excêntrico que vive em Nova York; ao longo de décadas, sua correspondência — revestida de humor negro e ternura — revela segredos, fragilidades e transformações de ambos. Em animação stop-motion assinada por Adam Elliot, o filme explora solidão, saúde mental, empatia e o poder redentor da conexão humana, em tom ao mesmo tempo melancólico e afetuoso.",relat comov inusit amizad cart mary menin solit oit ano suburbi melbourn max quarenta obes excentr viv nov york long dec correspondenc revest hum negr tern revel segred fragil transformaco ambos animaca stopmotion assin ad elliot film expl solida saud ment empat pod reden conexa human tom temp melancol afet
O Franco Atirador,1978,8.1,"Drama, Guerra",Um retrato detalhado das maneiras pelas quais a Guerra do Vietnã interrompeu a vida dos habitantes de uma pequena cidade industrial na Pensilvânia.,retrat detalh man qual guerr vietn interromp vid habit pequen cidad industr pensilvan,Cluster 3,"Um retrato visceral e comovente de como a Guerra do Vietnã destrói a vida de três amigos operários de uma pequena cidade industrial da Pensilvânia, acompanhando suas festas de despedida, o casamento e a camaradagem antes do alistamento; depois, os horrores do combate e da captura como prisioneiros, incluindo as cenas angustiantes do jogo de roleta russa, e o retorno traumático — mostrando a erosão das relações, a culpa e as cicatrizes psicológicas que persistem muito além do conflito.",retrat viscer comov guerr vietn destro vid tre amig operari pequen cidad industr pensilvan acompanh fest desped cas camarad ant alist horr combat capt prision inclu cen angusti jog rolet russ retorn trauma mostr erosa relaco culp cicatriz psicolog persist alem conflit
O Salário do Medo,1953,8.1,"Aventura, Drama, Suspense","Em uma aldeia da América do Sul, quatro homens são contratados para transportar uma remessa urgente de nitroglicerina, mas sem o equipamento de segurança.",alde amer sul quatr hom sao contrat transport remess urgent nitroglicerin equip seguranc,Cluster 2,"Em uma remota vila sul-americana, o premiado filme de Henri-Georges Clouzot (1953) acompanha quatro homens — desesperados por dinheiro — contratados para transportar uma remessa de nitroglicerina até um poço em chamas, sem equipamentos de segurança adequados; ao longo de uma estrada traiçoeira e em dois caminhões precários, o suspense cresce entre risco físico extremo e tensões psicológicas, revelando desespero, coragem e ambiguidade moral em uma obra reconhecida por sua direção implacável e atmosfera sufocante.",remot vil sulameric premi film henrigeorg clouzot 1953 acompanh quatr hom desesper dinh contrat transport remess nitroglicerin ate poc cham equip seguranc adequ long estr traico doi caminho precari suspens cresc risc fisic extr tenso psicolog revel desesper corag ambigu moral obr reconhec direca implaca atmosf sufoc
A General,1926,8.1,"Ação, Aventura, Comédia, Drama, Guerra","Uns espiões roubam a amada locomotiva de um engenheiro, ele a persegue sozinho através das linhas inimigas.",um espio roub am locomo engenh perseg so atrav linh inimig,Cluster 3,"No exuberante épico mudo de 1926, Buster Keaton interpreta Johnnie Gray, um modesto maquinista cuja amada locomotiva, ""The General"", é furtada por espiões inimigos na iminência da Guerra Civil, levando também sua noiva Annabelle Lee a ser envolvida no episódio; decidido a recuperá-las, Johnnie parte sozinho numa perseguição audaciosa através das linhas inimigas, em cenas de ação realistas e gags físicos impressionantes, combinando romance, suspense e humor visual em sequências ferroviárias espetaculares — obra dirigida por Keaton (com Clyde Bruckman) e amplamente reconhecida como um dos maiores filmes do cinema mudo.",exuber epic mud 1926 bust keaton interpret johnni gray modest maquin cuj am locomo the gener furt espio inimig iminenc guerr civil lev tamb noiv annabell lee envolv episodi decid recuperal johnni part so perseguica audaci atrav linh inimig cen aca real gag fisic impression combin romanc suspens hum visual sequenc ferrovi espetacul obr dirig keaton clyd bruckman ampl reconhec mai film cinem mud
A Mulher Faz o Homem,1939,8.1,"Comédia, Drama","Um homem ingênuo é eleito para ocupar uma vaga no Senado dos Estados Unidos. Seus planos colidem rapidamente com a corrupção política, mas ele não desiste.",hom ingenu eleit ocup vag sen est unid plan colid rapid corrupca poli nao desist,Cluster 1,"Um homem ingênuo é eleito para o Senado dos Estados Unidos e, ao assumir, vê seus planos colidirem com a corrupção enraizada no sistema; diante de pressões, chantagens e acordos escusos, ele enfrenta dilemas éticos que testam sua integridade e o modo como entende o poder. Sem se render, inicia uma luta para manter princípios e tentar promover mudanças, navegando entre aliados e inimigos, a imprensa inquisitiva e as regras não escritas da política — uma história sobre idealismo posto à prova e sobre as transformações pessoais que a luta por justiça pode impor.",hom ingenu eleit sen est unid assum ve plan colid corrupca enraiz sistem di presso chantag acord escus enfrent dilem etic test integr mod entend pod rend inic lut mant principi tent promov mudanc naveg ali inimig imprens inquisi regr nao escrit poli hist sobr ideal post prov sobr transformaco pessoal lut jus pod imp
Logan,2017,8.1,"Ação, Drama, Ficção científica, Suspense","Em um futuro em que os mutantes estão quase extintos, um velho e cansado Logan leva uma vida tranquila. Mas quando Laura, uma garota mutante perseguida por cientistas, pede ajuda a ele, ele deve colocá-la em segurança.",futur mut esta quas extint velh cans logan lev vid tranquil laur garot mut persegu cient ped ajud dev colocal seguranc,Cluster 2,"No fim de 2029, em um mundo onde os mutantes quase desapareceram, o envelhecido e exausto Logan—com seus poderes e cicatrizes cada vez mais falhos—vive recluso, cuidando de um fragilizado Charles Xavier, cuja demência o torna perigoso. Trabalhador como motorista e amaldiçoado por um passado violento, Logan reluta em se envolver quando Laura, uma jovem mutante criada em um projeto sinistro (Transigen) e caçada por mercenários liderados por Donald Pierce, busca sua proteção; o que começa como uma fuga torna-se uma jornada sangrenta rumo a um suposto refúgio chamado ""Eden"", forjando entre eles um vínculo paterno e levando Logan a enfrentar sacrifícios finais em um drama tenso, cru e emocionante.",fim 2029 mund ond mut quas desaparec envelhec exaust logancom pod cicatriz cad vez falhosviv reclus cuid fragil charl xavi cuj demenc torn perig trabalh motor amaldico pass violent logan relut envolv laur jov mut cri projet sinistr transigen cac mercenari lider donald pierc busc proteca comec fug tornas jorn sangrent rum supost refugi cham eden forj vincul patern lev logan enfrent sacrifici final dram tens cru emocion
Sindicato de Ladrões,1954,8.1,"Drama, Suspense","Um ex-pugilista de Nova Jersey, agora um operário portuário, luta para enfrentar seus chefes sindicais corruptos, incluindo seu irmão mais velho, enquanto começa a se conectar com a irmã de uma das vítimas do sindicato.",expugil nov jersey agor operari portuari lut enfrent chef sindic corrupt inclu irma velh enquant comec conect irm vit sindicat,Cluster 2,"Em ""Sindicato de Ladrões"", dirigido por Elia Kazan e escrito por Budd Schulberg, o ex-pugilista Terry Malloy, agora operário nos cais de Nova Jersey, enfrenta a corrupção brutal dos chefes sindicais liderados por Johnny Friendly, num conflito que põe em risco até sua relação com o irmão Charley, cúmplice dos mafiosos; ao mesmo tempo, Terry se aproxima de Edie Doyle, irmã de uma vítima do sindicato, numa jornada moral de culpa, coragem e redenção que expõe violência, chantagem e a luta por justiça nos portos.",sindicat ladro dirig eli kazan escrit budd schulberg expugil terry malloy agor operari cais nov jersey enfrent corrupca brut chef sindic lider johnny friendly conflit poe risc ate relaca irma charley cumpl mafi temp terry aprox edi doyl irm vit sindicat jorn moral culp corag redenca expo violenc chantag lut jus port
"Rocky, um Lutador",1976,8.1,Drama,Um boxer pouco conhecido tem uma grande oportunidade de enfrentar o campeão dos pesos pesados em uma partida em que ele esperaele espera estar à altura da tarefa e divulgar seu nome.,box pouc conhec grand oportun enfrent campea pes pes part esperael esper altur taref divulg nom,Cluster 1,"Rocky Balboa, um boxeador pouco conhecido e humilde da Filadélfia, recebe uma inesperada chance de enfrentar o carismático campeão dos pesos-pesados Apollo Creed em uma luta marcada como brincadeira promocional; vendo ali a única oportunidade de provar seu valor e divulgar seu nome, Rocky aceita e passa por uma preparação física e emocional intensa, apoiado por seu treinador relutante Mickey e pela doce Adrian, enquanto a cidade se mobiliza para acompanhar a jornada do azarão determinado a ficar à altura da tarefa e conquistar respeito e dignidade.",rocky balbo boxe pouc conhec humild filadelf receb inesper chanc enfrent carisma campea pesospes apoll creed lut marc brinc promoc vend ali unic oportun prov val divulg nom rocky aceit pass preparaca fisic emoc intens apoi trein relut mickey doc adrian enquant cidad mobiliz acompanh jorn azara determin fic altur taref conquist respeit dign
